#keys:A S D J K L
#columns:6
#offset:0.0

65.735,4
65.944,5
66.142,6
66.367,5
66.978,2
67.006,5
67.303,2
67.329,5
67.490,2
67.514,5
67.647,5
67.668,2
68.239,3
68.258,6
68.417,3
68.444,6
68.724,3
68.784,6
68.905,3
68.959,6
69.587,1
69.611,4
69.784,1
69.826,4
70.064,1
70.089,4
70.287,1
70.325,4
70.630,1
70.686,4
70.999,1
71.043,4
71.191,1
71.245,4
71.433,1
71.522,4
71.704,1
71.758,4
71.881,1
71.924,4
72.511,5
72.542,2
72.829,3
72.862,6
73.158,1
73.197,5
73.518,2
73.549,4
73.818,3
73.839,5
74.140,2
74.178,6
74.365,2
74.394,5
74.544,2
74.573,5
75.031,1
75.057,4
75.283,3
75.337,5
75.617,5
75.894,4
76.075,5
76.643,5
76.903,6
77.101,1
77.279,2
78.246,4
78.273,3
78.562,4
78.580,3
78.719,3
78.794,4
79.144,5
79.370,2
79.629,6
79.666,1
79.988,5
80.233,4
80.465,2
80.801,3
81.178,6
81.421,5
81.608,4
81.880,1
82.115,2
82.392,3
82.654,5
82.896,4
83.257,2
83.623,1
83.894,2
84.083,3
84.274,3
84.679,4
84.911,5
85.226,6
85.422,5
85.705,4
85.937,1
86.201,2
86.350,3
87.656,3
87.684,4
89.087,2
89.107,5
89.266,2
89.314,5
89.455,2
89.480,5
89.625,2
89.932,2
89.976,5
90.241,2
90.268,5
90.438,2
90.467,5
90.968,3
90.989,4
91.246,1
91.343,6
91.606,5
91.831,4
92.171,2
92.504,3
93.107,4
93.351,4
93.762,5
94.036,3
94.350,6
94.602,5
94.807,4
95.492,1
95.744,2
96.081,3
96.223,3
96.374,4
96.691,5
96.978,6
97.248,5
97.535,4
97.960,1
98.239,2
98.452,3
98.688,2
98.905,2
99.273,4
99.544,5
99.768,6
100.003,5
100.298,4
101.080,3
101.282,2
101.641,1
101.943,4
102.323,5
102.567,6
102.808,5
103.061,4
103.377,3
103.699,2
104.005,1
104.319,5
104.590,6
105.114,4
105.364,5
105.635,3
105.797,2
106.092,5
107.289,4
107.543,2
107.828,3
108.162,5
108.479,6
109.044,4
109.256,1
109.413,2
109.656,3
109.865,4
112.752,1
112.879,2
113.086,3
113.301,4
113.588,5
114.002,4
114.289,2
114.597,3
114.912,5
115.244,6
115.531,4
115.983,1
116.135,2
116.269,3
116.657,6
116.727,5
116.819,4
117.819,1
117.971,2
118.150,3
118.314,4
118.504,5
119.408,2
119.626,3
120.078,5
120.406,6
120.779,4
121.050,6
121.621,1
122.021,2
122.363,4
122.412,3
123.162,5
123.362,2
123.577,1
123.902,6
124.529,2
124.783,3
124.979,4
125.376,5
125.609,1
125.942,5
126.268,2
129.149,2
129.342,3
129.626,5
129.928,4
130.535,1
130.686,2
130.929,3
131.217,2
131.521,5
131.873,4
132.086,6
132.333,5
132.540,4
132.763,4
133.098,2
133.429,3
133.673,1
133.862,2
134.032,3
134.338,5
134.644,4
134.951,1
135.130,2
135.302,3
135.581,4
135.895,5
136.103,6
136.344,5
136.560,4
136.803,1
136.943,2
137.165,3
137.423,4
137.649,5
138.238,3
138.277,4
138.434,2
138.776,5
138.992,6
139.135,1
139.360,5
139.520,2
139.703,3
139.990,4
141.022,3
141.185,3
141.340,3
141.482,3
141.628,3
141.780,3
143.439,2
143.635,3
143.912,5
144.230,6
144.560,4
144.830,1
144.973,2
145.136,3
145.856,5
146.105,6
146.359,4
146.677,1
146.935,2
147.133,3
147.351,5
147.520,5
147.737,4
148.144,5
148.367,6
148.800,4
149.052,2
149.311,3
149.511,5
149.768,1
150.025,2
150.374,5
150.571,4
150.734,6
150.976,5
151.193,4
151.650,2
151.812,3
152.032,1
152.190,2
152.362,3
152.667,1
152.911,6
153.055,5
153.200,4
154.252,1
154.300,6
154.513,2
154.583,5
154.783,3
154.844,4
155.340,4
155.408,4
155.483,4
155.588,4
155.651,2
155.726,5
155.789,2
155.876,5
156.014,6
156.074,1
156.374,2
156.433,5
157.222,1
157.269,3
157.360,2
157.424,4
157.504,6
157.594,1
157.677,2
157.755,3
157.862,1
157.926,3
157.988,2
158.060,6
158.263,6
158.465,1
158.751,5
158.948,2
159.091,3
159.579,4
159.723,1
160.047,6
160.271,2
160.416,5
160.632,4
160.821,4
160.993,3
161.109,2
161.333,5
161.495,1
161.719,6
161.847,5
162.064,4
162.297,4
162.593,3
162.943,5
163.225,2
163.584,6
163.836,5
164.196,1
164.378,2
164.537,3
164.871,4
165.129,5
165.385,6
165.679,5
165.975,4
166.300,1
166.554,2
166.697,5
166.982,4
167.137,3
167.280,6
167.407,1
167.702,5
168.110,2
168.461,5
168.760,3
168.864,4
168.955,3
169.172,2
169.377,5
169.539,1
169.691,6
169.769,5
170.000,5
170.208,5
170.511,2
170.755,3
170.980,4
171.212,1
171.491,6
171.719,5
171.959,2
172.161,4
172.392,3
172.618,5
172.870,6
173.046,5
173.635,2
173.906,1
174.126,2
174.273,3
174.552,4
174.812,5
175.150,6
175.442,5
175.739,4
176.038,1
176.270,2
176.496,3
177.547,4
177.736,5
179.231,1
179.315,3
179.404,2
179.506,4
179.626,1
179.724,2
179.838,3
179.959,1
180.050,2
180.128,3
180.202,5
180.269,6
180.364,1
180.433,2
180.506,3
180.609,1
180.671,2
180.751,3
180.831,6
183.287,1
183.461,2
183.864,2
184.017,3
184.153,2
184.369,3
184.548,2
184.677,3
184.863,2
185.052,3
185.232,2
185.376,3
185.744,5
185.999,2
186.287,4
186.463,1
186.734,2
187.115,6
187.373,3
187.636,5
187.895,4
188.114,1
188.345,2
188.623,3
188.922,4
189.208,5
189.551,1
189.867,2
190.237,3
190.567,4
190.920,5
191.286,6
191.540,1
191.882,2
192.222,4
192.520,5
192.908,6
193.152,1
193.368,2
193.584,3
193.961,4
194.314,5
194.590,2
194.917,5
195.275,6
195.581,3
195.868,1
196.111,4
196.310,5
196.436,2
196.590,5
196.841,2
197.056,4
197.462,3
197.803,5
198.182,2
198.549,1
198.848,6
199.135,5
199.432,2
199.516,4
199.819,3
199.931,4
200.576,5
201.062,2
201.375,5
202.212,1
202.481,6
202.779,5
203.031,5
203.807,2
203.968,3
204.184,4
204.423,5
205.101,2
205.298,5
205.568,2
207.826,4
207.903,3
208.199,2
208.385,5
208.681,6
208.918,1
209.198,5
209.339,2
209.520,3
210.625,4
210.750,3
210.913,3
212.424,2
212.530,5
213.046,1
213.143,6
213.666,3
213.746,4
213.965,5
214.038,2
214.657,5
214.867,2
215.070,5
215.242,2
215.512,5
215.721,2
215.920,5
216.106,2
216.320,5
216.510,2
216.719,5
216.951,2
217.168,5
217.409,2
217.611,5
217.833,2
218.040,5
218.275,2
219.410,2
219.524,5
219.796,2
219.894,5
220.138,2
220.238,5
220.442,2
220.525,5
220.749,4
221.019,3
221.316,6
221.480,1
221.649,5
221.792,2
221.984,4
222.070,3
222.218,2
222.348,5
222.462,3
222.577,4
222.658,2
222.766,5
222.896,3
222.989,4
223.090,2
223.187,5
223.293,3
223.378,4
223.471,2
223.576,5
223.659,3
223.769,4
223.876,2
223.967,5
224.071,3
224.174,4
224.278,2
224.396,3
224.505,5
224.596,2
224.696,4
224.788,3
224.896,5
224.990,2
225.094,4
225.213,3
225.308,5
225.399,2
225.520,3
225.620,4
225.707,2
225.798,5
225.891,3
225.979,4
226.087,2
226.195,5
226.339,3
226.438,4
226.557,2
226.650,5
226.755,3
226.848,5
226.959,3
227.064,2
227.194,4
227.275,3
227.385,5
227.475,2
227.599,4
227.714,3
227.882,5
228.031,2
228.211,4
228.297,3
228.415,2
228.509,5
228.645,4
228.764,3
228.865,2
228.970,5
229.075,3
229.172,4
229.347,2
229.429,5
229.548,3
229.644,4
229.758,2
229.856,5
229.985,3
230.126,4
230.270,2
230.356,5
230.486,3
230.602,4
230.782,2
230.876,3
230.991,5
231.092,2
231.230,4
231.340,3
231.458,2
231.529,5
231.652,3
231.746,4
231.868,2
231.959,5
232.088,3
232.178,4
232.313,2
232.409,5
232.521,3
232.614,4
232.733,2
232.843,5
232.976,3
233.084,4
233.152,2
233.152,5
233.152,3
233.152,4
233.152,2
233.152,5
233.152,3
233.152,4
233.152,2
233.152,5
233.152,3
233.152,4
233.152,2
233.152,3
233.152,1
233.152,2
233.152,5
233.152,6
233.152,3
233.152,4
233.152,3
233.152,1
233.152,2
233.152,6
233.152,4
233.152,5
233.152,6
233.152,1
233.152,2
233.152,3
